"gene_id","hl.dnCaf1","hl.GFP","gene_name","m6a.enrich","TPU.length","ARE.cts","tAI"
"ENSMUSG00000115752",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115754",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115755",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115756",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115757",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115758",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115759",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115760",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115761",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115762",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115763",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115764",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115765",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115766",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115767",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115768",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115769",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115770",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115771",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115772",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115773",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115774",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115775",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115776",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115777",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115778",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115779",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115780",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115781",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115782",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115783",6.70031089911251,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115784",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115785",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115786",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115787",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115788",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115789",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115790",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115791",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115792",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115793",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115794",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115795",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115796",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115797",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115798",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115799",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115800",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115801",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115802",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115803",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115804",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115805",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115806",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115807",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115808",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115809",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115810",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115811",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115812",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115813",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115814",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115815",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115816",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115817",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115818",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115819",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115820",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115821",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115822",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115823",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115824",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115825",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115826",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115827",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115828",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115829",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115830",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115831",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115832",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115833",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115834",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115835",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115836",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115837",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115838",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115839",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115840",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115841",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115842",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115843",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115844",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115845",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115846",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115847",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115848",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115849",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115850",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115852",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115854",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115855",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115856",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115858",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115860",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115862",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115863",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115866",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115867",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115868",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115869",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115871",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115875",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115877",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115880",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115882",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115885",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115887",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115888",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115894",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115896",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115898",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115902",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115903",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115907",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115908",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115911",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115912",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115914",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115916",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115917",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115918",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115919",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115920",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115921",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115923",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115924",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115925",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115926",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115928",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115930",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115931",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115935",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115936",NA,3.8261892525978,NA,NA,NA,NA,NA
"ENSMUSG00000115938",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115943",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115944",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115946",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115948",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115952",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115955",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115957",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115958",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115959",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115961",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115962",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115964",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115965",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115968",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115969",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115970",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115971",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115973",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115975",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115976",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115979",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115980",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115983",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115985",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115986",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115987",16,NA,"Vps28",-3.179793092,124,0,0.212953803
"ENSMUSG00000115988",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115989",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115992",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115993",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115996",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115997",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116000",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116004",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116007",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116008",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116009",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116010",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116011",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116013",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116016",6.28969198000777,2.70207528312813,NA,NA,NA,NA,NA
"ENSMUSG00000116017",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116021",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116024",4.49026018482565,2.94002541070841,NA,NA,NA,NA,NA
"ENSMUSG00000116025",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116029",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116030",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116031",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116033",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116038",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116039",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116040",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116041",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116044",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116045",7.48731728608395,4.33560625412298,NA,NA,NA,NA,NA
"ENSMUSG00000116048",4.7128243204336,2.93086813786532,NA,NA,NA,NA,NA
"ENSMUSG00000116056",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116057",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116058",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116061",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116066",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116068",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116069",7.49023685742241,4.82257787464735,NA,NA,NA,NA,NA
"ENSMUSG00000116071",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116072",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116074",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116075",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116079",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116081",NA,3.15646412197524,NA,NA,NA,NA,NA
"ENSMUSG00000116083",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116088",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116089",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116090",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116091",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116092",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116093",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116095",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116096",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116097",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116102",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116104",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116107",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116109",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116113",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116114",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116116",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116117",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116118",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116120",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116121",8.50535251412252,5.09312423033047,NA,NA,NA,NA,NA
"ENSMUSG00000116122",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116123",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116124",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116125",NA,2.46445375854068,NA,NA,NA,NA,NA
"ENSMUSG00000116127",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116129",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116130",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116131",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116132",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116136",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116138",5.04090804869288,NA,"C030006K11Rik",-1.204765596,1073,0,0.183901116
"ENSMUSG00000116140",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116141",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116145",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116149",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116150",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116151",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116155",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116157",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116158",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116160",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116162",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116164",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116165",6.96404884841291,5.14782852834564,"Pdxp",-1.632922289,1071,3,0.202715186
"ENSMUSG00000116166",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116167",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116168",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116170",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116171",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116173",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116174",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116178",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116179",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116180",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116182",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116183",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116184",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116185",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116187",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116188",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116190",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116191",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116192",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116194",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116197",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116199",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116202",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116204",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116207",7.39972128780475,3.92198663175049,NA,NA,NA,NA,NA
"ENSMUSG00000116210",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116212",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116213",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116215",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116217",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116219",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116220",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116222",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116223",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116226",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116227",NA,3.92924895495237,NA,NA,NA,NA,NA
"ENSMUSG00000116229",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116231",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116234",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116237",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116238",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116239",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116241",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116242",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116243",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116244",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116245",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116246",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116247",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116249",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116250",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116253",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116255",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116256",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116260",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116262",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116263",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116265",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116270",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116272",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116274",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116275",3.00330060845615,2.4190335529462,NA,NA,NA,NA,NA
"ENSMUSG00000116280",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116283",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116284",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116287",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116288",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116289",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116290",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116291",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116292",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116294",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116295",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116296",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116297",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116298",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116299",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116300",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116301",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116303",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116304",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116305",0.0281517241808688,1.59033465238989,NA,NA,NA,NA,NA
"ENSMUSG00000116307",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116308",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116309",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116311",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116314",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116317",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116319",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116321",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116323",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116324",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116325",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116331",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116335",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116336",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116338",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116339",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116341",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116343",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116345",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116347",4.10581855607173,3.41151350383145,NA,NA,NA,NA,NA
"ENSMUSG00000116348",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116350",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116352",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116353",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116354",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116355",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116356",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116358",10.8409372501012,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116360",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116365",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116366",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116367",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116368",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116371",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116376",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116378",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116380",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116383",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116384",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116385",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116386",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116388",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116389",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116395",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116396",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116397",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116398",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116400",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116402",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116403",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116404",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116406",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116409",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116412",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116413",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116414",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116416",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116419",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116423",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116424",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116426",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116428",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116429",NA,2.6095909898403,NA,NA,NA,NA,NA
"ENSMUSG00000116433",NA,NA,NA,NA,NA,NA,NA
