source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,intersection_query_percent,effective_domain_size,intersections
GO:CC,cortical actin cytoskeleton,GO:0030864,FALSE,0.022892524,1.640306315,83,142,5,3.521126761,27387,"ENSMUSG00000038366,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000037742,ENSMUSG00000009073"
GO:CC,presynaptic active zone cytoplasmic component,GO:0098831,TRUE,0.03286865,1.483218138,18,142,3,2.112676056,27387,"ENSMUSG00000030172,ENSMUSG00000032890,ENSMUSG00000063063"
GO:CC,NADH dehydrogenase complex,GO:0030964,FALSE,0.041424901,1.382738521,50,142,4,2.816901408,27387,"ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000014294,ENSMUSG00000029632"
GO:CC,respiratory chain complex I,GO:0045271,FALSE,0.041424901,1.382738521,50,142,4,2.816901408,27387,"ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000014294,ENSMUSG00000029632"
GO:CC,mitochondrial respiratory chain complex I,GO:0005747,FALSE,0.041424901,1.382738521,50,142,4,2.816901408,27387,"ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Ribosome,KEGG:03010,FALSE,4.49E-20,19.3477603,169,77,23,29.87012987,8910,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000037805,ENSMUSG00000026087,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000106918,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
KEGG,Coronavirus disease - COVID-19,KEGG:05171,FALSE,4.63E-14,13.33473738,242,77,21,27.27272727,8910,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000037805,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
KEGG,Oxidative phosphorylation,KEGG:00190,FALSE,0.000157224,3.803481101,133,77,9,11.68831169,8910,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Huntington disease,KEGG:05016,FALSE,0.003961733,2.40211485,300,77,11,14.28571429,8910,"ENSMUSG00000000088,ENSMUSG00000028447,ENSMUSG00000021520,ENSMUSG00000008036,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Chemical carcinogenesis - reactive oxygen species,KEGG:05208,FALSE,0.008914283,2.049913571,220,77,9,11.68831169,8910,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000027890,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Thermogenesis,KEGG:04714,FALSE,0.011699704,1.931825123,228,77,9,11.68831169,8910,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Non-alcoholic fatty liver disease,KEGG:04932,FALSE,0.028777865,1.540941435,154,77,7,9.090909091,8910,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Diabetic cardiomyopathy,KEGG:05415,FALSE,0.029304565,1.533064724,204,77,8,10.38961039,8910,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
KEGG,Parkinson disease,KEGG:05012,FALSE,0.032978564,1.481768254,262,77,9,11.68831169,8910,"ENSMUSG00000000088,ENSMUSG00000018411,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
REAC,Formation of a pool of free 40S subunits,REAC:R-MMU-72689,FALSE,1.03E-19,18.98506258,97,79,20,25.3164557,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,SRP-dependent cotranslational protein targeting to membrane,REAC:R-MMU-1799339,FALSE,4.96E-19,18.30411457,88,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),REAC:R-MMU-975956,FALSE,7.89E-19,18.10280088,90,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,L13a-mediated translational silencing of Ceruloplasmin expression,REAC:R-MMU-156827,FALSE,8.49E-19,18.07086493,107,79,20,25.3164557,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,GTP hydrolysis and joining of the 60S ribosomal subunit,REAC:R-MMU-72706,FALSE,1.04E-18,17.98486845,108,79,20,25.3164557,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Eukaryotic Translation Initiation,REAC:R-MMU-72613,FALSE,3.92E-18,17.40724365,115,79,20,25.3164557,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Cap-dependent Translation Initiation,REAC:R-MMU-72737,FALSE,3.92E-18,17.40724365,115,79,20,25.3164557,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Translation,REAC:R-MMU-72766,FALSE,1.89E-17,16.72451729,216,79,24,30.37974684,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000026087,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000106918,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Nonsense-Mediated Decay (NMD),REAC:R-MMU-927802,FALSE,3.85E-17,16.41418454,109,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),REAC:R-MMU-975957,FALSE,3.85E-17,16.41418454,109,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,Major pathway of rRNA processing in the nucleolus and cytosol,REAC:R-MMU-6791226,FALSE,1.39E-13,12.85543107,166,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,rRNA processing,REAC:R-MMU-72312,FALSE,1.39E-13,12.85543107,166,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,rRNA processing in the nucleus and cytosol,REAC:R-MMU-8868773,FALSE,1.39E-13,12.85543107,166,79,19,24.05063291,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
REAC,"Formation of the ternary complex, and subsequently, the 43S complex",REAC:R-MMU-72695,FALSE,4.41E-09,8.355116268,48,79,10,12.65822785,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000003429,ENSMUSG00000067288,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000031029,ENSMUSG00000040952"
REAC,Ribosomal scanning and start codon recognition,REAC:R-MMU-72702,FALSE,1.87E-08,7.727472822,55,79,10,12.65822785,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000003429,ENSMUSG00000067288,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000031029,ENSMUSG00000040952"
REAC,Translation initiation complex formation,REAC:R-MMU-72649,FALSE,1.87E-08,7.727472822,55,79,10,12.65822785,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000003429,ENSMUSG00000067288,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000031029,ENSMUSG00000040952"
REAC,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",REAC:R-MMU-72662,FALSE,2.26E-08,7.645305629,56,79,10,12.65822785,8407,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000003429,ENSMUSG00000067288,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000031029,ENSMUSG00000040952"
REAC,Metabolism of RNA,REAC:R-MMU-8953854,FALSE,5.46E-07,6.262417277,532,79,22,27.84810127,8407,"ENSMUSG00000031897,ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000025508,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000033020,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000040952"
REAC,Metabolism of proteins,REAC:R-MMU-392499,FALSE,3.37298E-05,4.471986064,1559,79,35,44.30379747,8407,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000027438,ENSMUSG00000026087,ENSMUSG00000003429,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000043557,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040952,ENSMUSG00000077450"
REAC,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",REAC:R-MMU-163200,FALSE,0.002763767,2.558498536,112,79,8,10.12658228,8407,"ENSMUSG00000000088,ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
REAC,The citric acid (TCA) cycle and respiratory electron transport,REAC:R-MMU-1428517,FALSE,0.039344326,1.405117894,162,79,8,10.12658228,8407,"ENSMUSG00000000088,ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294,ENSMUSG00000029632"
WP,Cytoplasmic ribosomal proteins,WP:WP163,FALSE,3.96E-22,21.40178941,77,50,20,40,4529,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000037805,ENSMUSG00000003429,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000045128,ENSMUSG00000040952"
WP,Electron transport chain,WP:WP295,FALSE,2.14233E-05,4.669113856,92,50,9,18,4529,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000014294"
WP,Oxidative phosphorylation,WP:WP1248,FALSE,0.012026689,1.919853917,54,50,5,10,4529,"ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000003072,ENSMUSG00000014294"
TF,Factor: FOXN4; motif: NNWANNCGWMCGCGTCNNNNMT; match class: 1,TF:M04662_1,FALSE,1.42E-10,9.84786704,12816,144,125,86.80555556,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000024608,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: FOXN4; motif: NNWANNCGWMCGCGTCNNNNMT,TF:M04662,FALSE,1.14E-09,8.944264595,16049,144,138,95.83333333,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: BEN; motif: CAGCGRNV,TF:M01240,FALSE,3.01E-07,6.521821664,16290,144,136,94.44444444,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
